,Item_Number_Labels,Store_Labels
455,occasional,med
456,occasional,med
457,occasional,med
458,occasional,med
459,occasional,med
460,occasional,med
461,occasional,med
462,constant,med
463,constant,med
464,constant,med
465,constant,med
466,constant,med
467,constant,med
468,constant,med
469,constant,med
470,constant,med
471,constant,med
472,constant,med
473,constant,med
474,constant,med
475,constant,med
476,constant,med
477,constant,med
478,constant,med
479,constant,med
480,constant,med
481,constant,med
482,constant,med
483,constant,med
484,constant,med
485,constant,med
486,constant,med
487,constant,med
488,constant,med
489,constant,med
490,constant,med
491,constant,med
492,constant,med
493,constant,med
494,constant,med
495,constant,med
496,constant,med
497,constant,med
498,constant,med
499,constant,med
500,constant,med
501,constant,med
502,constant,med
503,constant,med
504,constant,med
505,constant,med
506,constant,med
507,constant,med
508,constant,med
509,constant,med
510,occasional,med
511,occasional,med
512,occasional,med
513,occasional,med
514,occasional,med
515,constant,med
516,constant,med
517,constant,med
518,constant,med
519,constant,med
520,constant,med
521,constant,med
522,constant,med
523,constant,med
524,constant,med
525,constant,med
526,constant,med
527,constant,med
528,constant,med
529,constant,med
530,constant,med
531,constant,med
532,constant,med
533,constant,med
534,constant,med
535,constant,med
536,constant,med
537,constant,med
538,constant,med
539,constant,med
540,constant,med
541,constant,med
542,constant,med
543,constant,med
544,constant,med
545,constant,med
546,constant,med
547,constant,med
548,constant,med
549,constant,med
550,constant,med
551,constant,med
552,constant,med
553,constant,med
554,constant,med
555,constant,med
556,constant,med
557,constant,med
558,constant,med
559,constant,med
560,constant,med
561,constant,med
562,constant,med
563,constant,med
564,constant,med
565,constant,med
566,constant,med
567,constant,med
568,constant,med
569,constant,med
570,constant,med
571,constant,med
572,constant,med
573,constant,med
574,constant,med
575,constant,med
576,constant,med
577,constant,med
578,constant,med
579,constant,med
580,constant,med
581,constant,med
582,constant,med
583,constant,med
584,constant,med
585,constant,med
586,constant,med
587,constant,med
588,constant,med
589,constant,med
590,constant,med
591,constant,med
592,constant,med
593,constant,med
594,constant,med
595,constant,med
596,constant,med
597,constant,med
598,constant,med
599,constant,med
600,constant,med
601,constant,med
602,constant,med
603,constant,med
604,constant,med
605,constant,med
606,constant,med
607,constant,med
608,constant,med
609,constant,med
610,constant,med
611,constant,med
612,constant,med
613,constant,med
614,constant,med
615,constant,med
616,constant,med
617,occasional,med
618,occasional,med
619,occasional,med
620,occasional,med
621,occasional,med
622,occasional,med
623,occasional,med
624,occasional,med
625,occasional,med
626,occasional,med
627,occasional,med
628,constant,med
629,constant,med
630,constant,med
631,constant,med
632,constant,med
633,constant,med
634,constant,med
635,constant,med
636,constant,med
637,constant,med
638,constant,med
639,constant,med
640,constant,med
641,constant,med
642,constant,med
643,constant,med
644,constant,med
645,constant,med
646,constant,med
647,constant,med
648,constant,med
649,constant,med
650,constant,med
651,constant,med
652,constant,med
653,constant,med
654,constant,med
655,constant,med
656,constant,med
657,constant,med
658,constant,med
659,constant,med
660,constant,med
661,constant,med
662,constant,med
663,constant,med
664,constant,med
665,constant,med
666,constant,med
667,constant,med
668,constant,med
669,constant,med
670,constant,med
671,constant,med
672,constant,med
673,constant,med
674,constant,med
675,constant,med
676,constant,med
677,constant,med
678,constant,med
679,constant,med
680,constant,med
681,constant,med
682,constant,med
683,constant,med
684,constant,med
685,constant,med
686,constant,med
687,constant,med
688,constant,med
689,constant,med
690,constant,med
691,constant,med
692,constant,med
693,constant,med
694,constant,med
695,constant,med
696,constant,med
697,constant,med
698,constant,med
699,constant,med
700,constant,med
701,constant,med
702,constant,med
703,constant,med
704,constant,med
705,constant,med
706,constant,med
707,constant,med
708,constant,med
709,constant,med
710,constant,med
711,constant,med
712,constant,med
713,constant,med
714,constant,med
715,constant,med
716,constant,med
717,constant,med
718,constant,med
719,constant,med
720,constant,med
721,constant,med
722,constant,med
723,constant,med
724,constant,med
725,constant,med
726,constant,med
727,constant,med
728,constant,med
729,constant,med
730,constant,med
731,constant,med
732,constant,med
733,constant,med
734,constant,med
735,constant,med
736,constant,med
737,constant,med
738,constant,med
739,constant,med
740,constant,med
741,constant,med
742,constant,med
743,constant,med
744,constant,med
745,constant,med
746,constant,med
747,constant,med
748,constant,med
749,constant,med
750,constant,med
751,constant,med
752,constant,med
753,constant,med
754,constant,med
755,constant,med
756,constant,med
757,constant,med
758,constant,med
759,constant,med
760,constant,med
761,constant,med
762,constant,med
763,constant,med
764,constant,med
765,constant,med
766,constant,med
767,constant,med
768,constant,med
769,constant,med
770,constant,med
771,constant,med
772,constant,med
773,constant,med
774,constant,med
775,constant,med
776,constant,med
777,constant,med
778,constant,med
779,constant,med
780,constant,med
781,constant,med
782,constant,med
783,constant,med
784,constant,med
785,constant,med
786,constant,med
787,constant,med
788,constant,med
789,constant,med
790,constant,med
791,constant,med
792,constant,med
793,constant,med
794,constant,med
795,constant,med
796,constant,med
797,constant,med
798,constant,med
799,constant,med
800,constant,med
801,constant,med
802,constant,med
803,constant,med
804,constant,med
805,constant,med
806,constant,med
807,constant,med
808,constant,med
809,often,med
810,constant,med
811,constant,med
812,constant,med
813,constant,med
814,constant,med
815,constant,med
816,constant,med
817,constant,med
818,constant,med
819,constant,med
820,constant,med
821,constant,med
822,constant,med
823,constant,med
824,constant,med
825,constant,med
826,constant,med
827,constant,med
828,constant,med
829,constant,med
830,constant,med
831,constant,med
832,constant,med
833,constant,med
834,constant,med
835,constant,med
836,constant,med
837,constant,med
838,constant,med
839,constant,med
840,constant,med
841,constant,med
842,constant,med
843,constant,med
844,constant,med
845,constant,med
846,constant,med
847,constant,med
848,constant,med
849,constant,med
850,constant,med
851,constant,med
852,occasional,med
853,occasional,med
854,occasional,med
855,occasional,med
856,occasional,med
857,occasional,med
858,occasional,med
859,occasional,med
860,occasional,med
861,occasional,med
862,occasional,med
863,occasional,med
864,occasional,med
865,occasional,med
866,constant,med
867,constant,med
868,constant,med
869,constant,med
870,constant,med
871,constant,med
872,constant,med
873,constant,med
874,constant,med
875,constant,med
876,constant,med
877,constant,med
878,constant,med
879,constant,med
880,constant,med
881,constant,med
882,constant,med
883,constant,med
884,constant,med
885,constant,med
886,constant,med
887,constant,med
888,constant,med
889,constant,med
890,constant,med
891,constant,med
892,constant,med
893,constant,med
894,constant,med
895,constant,med
896,constant,med
897,constant,med
898,constant,med
899,constant,med
900,constant,med
901,constant,med
902,constant,med
903,constant,med
904,constant,med
905,constant,med
906,constant,med
907,constant,med
908,constant,med
909,constant,med
910,constant,med
911,constant,med
912,constant,med
913,constant,med
914,constant,med
915,constant,med
916,constant,med
917,constant,med
918,constant,med
919,constant,med
920,constant,med
921,constant,med
922,constant,med
923,constant,med
924,constant,med
925,constant,med
926,constant,med
927,constant,med
928,constant,med
929,constant,med
930,constant,med
931,constant,med
932,constant,med
933,constant,med
934,constant,med
935,constant,med
936,constant,med
937,constant,med
938,constant,med
939,constant,med
940,constant,med
941,constant,med
942,constant,med
943,constant,med
944,constant,med
945,constant,med
946,constant,med
947,constant,med
948,constant,med
949,constant,med
950,constant,med
951,constant,med
952,constant,med
953,constant,med
954,constant,med
955,constant,med
956,constant,med
957,constant,med
958,constant,med
959,constant,med
960,constant,med
961,constant,med
962,constant,med
963,constant,med
964,constant,med
965,constant,med
966,constant,med
967,occasional,med
968,occasional,med
969,occasional,med
970,occasional,med
971,constant,med
972,constant,med
973,constant,med
974,often,med
975,often,med
976,often,med
977,often,med
978,often,med
979,often,med
980,often,med
981,often,med
982,often,med
983,often,med
984,often,med
985,often,med
986,often,med
987,often,med
988,often,med
989,often,med
990,often,med
991,often,med
992,often,med
993,often,med
994,often,med
995,constant,med
996,constant,med
997,constant,med
998,constant,med
999,constant,med
1000,constant,med
1001,constant,med
1002,constant,med
1003,constant,med
1004,constant,med
1005,constant,med
1006,constant,med
1007,constant,med
1008,constant,med
1009,constant,med
1010,constant,med
1011,constant,med
1012,constant,med
1013,constant,med
1014,constant,med
1015,constant,med
1016,constant,med
1017,constant,med
1018,constant,med
1019,constant,med
1020,constant,med
1021,constant,med
1022,constant,med
1023,constant,med
1024,constant,med
1025,constant,med
1026,constant,med
1027,constant,med
1028,constant,med
1029,constant,med
1030,constant,med
1031,constant,med
1032,often,med
1033,often,med
1034,often,med
1035,often,med
1036,often,med
1037,often,med
1038,often,med
1039,constant,med
1040,constant,med
1041,constant,med
1042,constant,med
1043,constant,med
1044,constant,med
1045,constant,med
1046,constant,med
1047,constant,med
1048,constant,med
1049,constant,med
1050,constant,med
1051,constant,med
1052,constant,med
1053,constant,med
1054,constant,med
1055,constant,med
1056,often,med
1057,often,med
1058,often,med
1059,often,med
1060,often,med
1061,constant,med
1062,constant,med
1063,constant,med
1064,constant,med
1065,constant,med
1066,constant,med
1067,constant,med
1068,constant,med
1069,constant,med
1070,constant,med
1071,constant,med
1072,constant,med
1073,constant,med
1074,constant,med
1075,constant,med
1076,constant,med
1077,constant,med
1078,constant,med
1079,constant,med
1080,constant,med
1081,constant,med
1082,constant,med
1083,constant,med
1084,constant,med
1085,constant,med
1086,constant,med
1087,constant,med
1088,constant,med
1089,constant,med
1090,constant,med
1091,constant,med
1092,constant,med
1093,constant,med
1094,constant,med
1095,constant,med
1096,constant,med
1097,constant,med
1098,constant,med
1099,constant,med
1100,constant,med
1101,constant,med
1102,constant,med
1103,constant,med
1104,constant,med
1105,constant,med
1106,constant,med
1107,constant,med
1108,constant,med
1109,constant,med
1110,constant,med
1111,constant,med
1112,constant,med
1113,constant,med
1114,constant,med
1115,constant,med
1116,constant,med
1117,constant,med
1118,constant,med
1119,constant,med
1120,constant,med
1121,constant,med
1122,constant,med
1123,constant,med
1124,constant,med
1125,constant,med
1126,constant,med
1127,constant,med
1128,constant,med
1129,constant,med
1130,constant,med
1131,constant,med
1132,constant,med
1133,constant,med
1134,constant,med
1135,constant,med
1136,occasional,med
1137,occasional,med
1138,occasional,med
1139,occasional,med
1140,occasional,med
1141,often,med
1142,often,med
1143,often,med
1144,often,med
1145,often,med
1146,often,med
1147,often,med
1148,often,med
1149,often,med
1150,often,med
1151,often,med
1152,often,med
1153,often,med
1154,often,med
1155,often,med
1156,often,med
1157,often,med
1158,occasional,med
1159,occasional,med
1160,occasional,med
1161,occasional,med
1162,occasional,med
1163,occasional,med
1164,occasional,med
1165,occasional,med
1166,occasional,med
1167,constant,med
1168,constant,med
1169,constant,med
1170,constant,med
1171,constant,med
1172,constant,med
1173,constant,med
1174,constant,med
1175,constant,med
1176,constant,med
1177,constant,med
1178,constant,med
1179,constant,med
1180,constant,med
1181,constant,med
1182,constant,med
1183,constant,med
1184,constant,med
1185,constant,med
1186,constant,med
1187,constant,med
1188,constant,med
1189,constant,med
1190,constant,med
1191,constant,med
1192,constant,med
1193,constant,med
1194,constant,med
1195,constant,med
1196,constant,med
1197,constant,med
1198,constant,med
1199,constant,med
1200,constant,med
1201,constant,med
1202,constant,med
1203,constant,med
1204,constant,med
1205,constant,med
1206,constant,med
1207,constant,med
1208,constant,med
1209,constant,med
1210,constant,med
1211,constant,med
1212,constant,med
1213,constant,med
1214,constant,med
1215,constant,med
1216,constant,med
1217,constant,med
1218,constant,med
1219,often,med
1220,often,med
1221,often,med
1222,often,med
1223,often,med
1224,often,med
1225,often,med
1226,often,med
1227,often,med
1228,often,med
1229,often,med
1230,often,med
1231,often,med
1232,often,med
1233,often,med
1234,often,med
1235,often,med
1236,constant,med
1237,constant,med
1238,constant,med
1239,constant,med
1240,constant,med
1241,constant,med
1242,constant,med
1243,constant,med
1244,constant,med
1245,constant,med
1246,constant,med
1247,constant,med
1248,constant,med
1249,constant,med
1250,constant,med
1251,constant,med
1252,constant,med
1253,constant,med
1254,constant,med
1255,constant,med
1256,constant,med
1257,constant,med
1258,constant,med
1259,constant,med
1260,constant,med
1261,constant,med
1262,constant,med
1263,constant,med
1264,constant,med
1265,constant,med
1266,constant,med
1267,constant,med
1268,constant,med
1269,constant,med
1270,often,med
1271,often,med
1272,often,med
1273,often,med
1274,often,med
1275,often,med
1276,often,med
1277,often,med
1278,often,med
1279,often,med
1280,often,med
1281,often,med
1282,often,med
1283,often,med
1284,often,med
1285,often,med
1286,often,med
1287,often,med
1288,often,med
1289,constant,med
1290,constant,med
1291,constant,med
1292,constant,med
1293,constant,med
1294,constant,med
1295,constant,med
1296,constant,med
1297,constant,med
1298,constant,med
1299,constant,med
1300,constant,med
1301,constant,med
1302,constant,med
1303,constant,med
1304,constant,med
1305,constant,med
1306,constant,med
1307,constant,med
1308,constant,med
1309,constant,med
1310,constant,med
1311,constant,med
1312,constant,med
1313,constant,med
1314,constant,med
1315,constant,med
1316,constant,med
1317,constant,med
1318,constant,med
1319,constant,med
1320,constant,med
1321,constant,med
1322,constant,med
1323,constant,med
1324,constant,med
1325,constant,med
1326,constant,med
1327,constant,med
1328,constant,med
1329,constant,med
1330,constant,med
1331,constant,med
1332,constant,med
1333,constant,med
1334,constant,med
1335,constant,med
1336,constant,med
1337,constant,med
1338,constant,med
1339,constant,med
1340,constant,med
1341,constant,med
1342,constant,med
1343,constant,med
1344,constant,med
1345,constant,med
1346,constant,med
1347,constant,med
1348,constant,med
1349,constant,med
1350,constant,med
1351,constant,med
1352,constant,med
1353,constant,med
1354,constant,med
1355,constant,med
1356,constant,med
1357,constant,med
1358,constant,med
1359,constant,med
1360,constant,med
1361,constant,med
1362,constant,med
1363,constant,med
1364,constant,med
1365,constant,med
1366,constant,med
1367,constant,med
1368,constant,med
1369,often,med
1370,often,med
1371,often,med
1372,often,med
1373,often,med
1374,often,med
1375,often,med
1376,constant,med
1377,constant,med
1378,constant,med
1379,constant,med
1380,constant,med
1381,often,med
1382,often,med
1383,often,med
1384,often,med
1385,often,med
1386,often,med
1387,often,med
1388,often,med
1389,often,med
1390,often,med
1391,often,med
1392,often,med
1393,often,med
1394,often,med
1395,constant,med
1396,constant,med
1397,constant,med
1398,constant,med
1399,constant,med
1400,constant,med
1401,constant,med
1402,constant,med
1403,constant,med
1404,constant,med
1405,constant,med
1406,constant,med
1407,constant,med
1408,constant,med
1409,constant,med
1410,constant,med
1411,constant,med
1412,constant,med
1413,constant,med
1414,constant,med
1415,constant,med
1416,constant,med
1417,constant,med
1418,constant,med
1419,constant,med
1420,constant,med
1421,constant,med
1422,constant,med
1423,constant,med
1424,constant,med
1425,constant,med
1426,constant,med
1427,constant,med
1428,occasional,med
1429,constant,med
1430,constant,med
1431,constant,med
1432,constant,med
1433,constant,med
1434,constant,med
1435,constant,med
1436,constant,med
1437,constant,med
1438,constant,med
1439,constant,med
1440,constant,med
1441,constant,med
1442,constant,med
1443,constant,med
1444,constant,med
1445,constant,med
1446,constant,med
1447,constant,med
1448,often,med
1449,often,med
1450,often,med
1451,constant,med
1452,constant,med
1453,constant,med
1454,constant,med
1455,constant,med
1456,constant,med
1457,constant,med
1458,constant,med
1459,constant,med
1460,constant,med
1461,constant,med
1462,constant,med
1463,constant,med
1464,constant,med
1465,constant,med
1466,constant,med
1467,constant,med
1468,constant,med
1469,constant,med
1470,constant,med
1471,constant,med
1472,constant,med
1473,constant,med
1474,constant,med
1475,constant,med
1476,constant,med
1477,constant,med
1478,constant,med
1479,constant,med
1480,constant,med
1481,constant,med
1482,constant,med
1483,constant,med
1484,constant,med
1485,constant,med
1486,constant,med
1487,occasional,med
1488,occasional,med
1489,occasional,med
1490,occasional,med
1491,occasional,med
1492,occasional,med
1493,constant,med
1494,constant,med
1495,constant,med
1496,constant,med
1497,occasional,med
1498,occasional,med
1499,occasional,med
1500,occasional,med
1501,constant,med
1502,constant,med
1503,constant,med
1504,constant,med
1505,constant,med
1506,constant,med
1507,constant,med
1508,constant,med
1509,constant,med
1510,constant,med
1511,constant,med
1512,constant,med
1513,constant,med
1514,constant,med
1515,constant,med
1516,constant,med
1517,constant,med
1518,constant,med
1519,constant,med
1520,constant,med
1521,constant,med
1522,constant,med
1523,constant,med
1524,constant,med
1525,constant,med
1526,constant,med
1527,constant,med
1528,constant,med
1529,constant,med
1530,constant,med
1531,constant,med
1532,constant,med
1533,constant,med
1534,constant,med
1535,constant,med
1536,constant,med
1537,constant,med
1538,constant,med
1539,constant,med
1540,constant,med
1541,constant,med
1542,constant,med
1543,constant,med
1544,constant,med
1545,constant,med
1546,constant,med
1547,constant,med
1548,constant,med
1549,constant,med
1550,constant,med
1551,constant,med
1552,constant,med
1553,constant,med
1554,constant,med
1555,constant,med
1556,constant,med
1557,constant,med
1558,constant,med
1559,constant,med
1560,constant,med
1561,rare,med
1562,rare,med
1563,rare,med
1564,rare,med
1565,rare,med
1566,rare,med
1567,constant,med
1568,constant,med
1569,constant,med
1570,constant,med
1571,constant,med
1572,constant,med
1573,constant,med
1574,constant,med
1575,constant,med
1576,constant,med
1577,constant,med
1578,constant,med
1579,constant,med
1580,constant,med
1581,constant,med
1582,constant,med
1583,constant,med
1584,constant,med
1585,constant,med
1586,constant,med
1587,constant,med
1588,constant,med
1589,constant,med
1590,constant,med
1591,constant,med
1592,constant,med
1593,often,med
1594,often,med
1595,often,med
1596,often,med
1597,often,med
1598,often,med
1599,often,med
1600,often,med
1601,often,med
1602,often,med
1603,often,med
1604,often,med
1605,often,med
1606,often,med
1607,often,med
1608,often,med
1609,often,med
1610,often,med
1611,often,med
1612,often,med
1613,often,med
1614,often,med
1615,often,med
1616,often,med
1617,often,med
1618,often,med
1619,often,med
1620,often,med
1621,often,med
1622,often,med
1623,constant,med
1624,constant,med
1625,constant,med
1626,constant,med
1627,constant,med
1628,constant,med
1629,constant,med
1630,constant,med
1631,constant,med
1632,constant,med
1633,constant,med
1634,constant,med
1635,constant,med
1636,constant,med
1637,constant,med
1638,constant,med
1639,constant,med
1640,often,med
1641,often,med
1642,often,med
1643,often,med
1644,often,med
1645,constant,med
1646,constant,med
1647,constant,med
1648,constant,med
1649,constant,med
1650,constant,med
1651,constant,med
1652,constant,med
1653,constant,med
1654,constant,med
1655,constant,med
1656,constant,med
1657,constant,med
1658,constant,med
1659,occasional,med
1660,occasional,med
1661,occasional,med
1662,occasional,med
1663,often,med
1664,often,med
1665,often,med
1666,often,med
1667,often,med
1668,constant,med
1669,constant,med
1670,constant,med
1671,constant,med
1672,constant,med
1673,constant,med
1674,constant,med
1675,constant,med
1676,constant,med
1677,constant,med
1678,constant,med
1679,constant,med
1680,constant,med
1681,constant,med
1682,constant,med
1683,constant,med
1684,constant,med
1685,constant,med
1686,constant,med
1687,constant,med
1688,constant,med
1689,constant,med
1690,constant,med
1691,constant,med
1692,constant,med
1693,constant,med
1694,constant,med
1695,constant,med
1696,constant,med
1697,constant,med
1698,constant,med
1699,constant,med
1700,constant,med
1701,constant,med
1702,constant,med
1703,constant,med
1704,constant,med
1705,constant,med
1706,constant,med
1707,often,med
1708,often,med
1709,often,med
1710,often,med
1711,often,med
1712,often,med
1713,often,med
1714,constant,med
1715,constant,med
1716,occasional,med
1717,occasional,med
1718,occasional,med
1719,occasional,med
1720,occasional,med
1721,occasional,med
1722,occasional,med
1723,occasional,med
1724,occasional,med
1725,constant,med
1726,constant,med
1727,constant,med
1728,constant,med
1729,constant,med
1730,constant,med
1731,constant,med
1732,constant,med
1733,constant,med
1734,constant,med
1735,constant,med
1736,constant,med
1737,constant,med
1738,constant,med
1739,constant,med
1740,constant,med
1741,constant,med
1742,constant,med
1743,constant,med
1744,constant,med
1745,constant,med
1746,constant,med
1747,constant,med
1748,constant,med
1749,constant,med
1750,constant,med
1751,constant,med
1752,constant,med
1753,constant,med
1754,constant,med
1755,constant,med
1756,constant,med
1757,constant,med
1758,constant,med
1759,constant,med
1760,constant,med
1761,constant,med
1762,constant,med
1763,constant,med
1764,constant,med
1765,occasional,med
1766,constant,med
1767,constant,med
1768,constant,med
1769,constant,med
1770,constant,med
1771,constant,med
1772,constant,med
1773,constant,med
1774,constant,med
1775,constant,med
1776,constant,med
1777,constant,med
1778,constant,med
1779,constant,med
1780,constant,med
1781,constant,med
1782,constant,med
1783,constant,med
1784,constant,med
1785,constant,med
1786,constant,med
1787,constant,med
1788,constant,med
1789,constant,med
1790,constant,med
1791,constant,med
1792,constant,med
1793,constant,med
1794,constant,med
1795,constant,med
1796,constant,med
1797,constant,med
1798,constant,med
1799,constant,med
1800,constant,med
1801,constant,med
1802,constant,med
1803,constant,med
1804,constant,med
1805,constant,med
1806,constant,med
1807,constant,med
1808,constant,med
1809,constant,med
1810,constant,med
1811,constant,med
1812,constant,med
1813,occasional,med
1814,occasional,med
1815,occasional,med
1816,occasional,med
1817,occasional,med
1818,occasional,med
1819,occasional,med
1820,constant,med
1821,constant,med
1822,constant,med
1823,constant,med
1824,constant,med
1825,constant,med
1826,occasional,med
1827,occasional,med
1828,occasional,med
1829,occasional,med
1830,occasional,med
1831,occasional,med
1832,occasional,med
1833,constant,med
1834,constant,med
1835,constant,med
1836,constant,med
1837,constant,med
1838,constant,med
1839,constant,med
1840,constant,med
1841,constant,med
1842,constant,med
1843,constant,med
1844,constant,med
1845,constant,med
1846,constant,med
1847,constant,med
1848,constant,med
1849,constant,med
1850,constant,med
1851,constant,med
1852,constant,med
1853,constant,med
1854,constant,med
1855,constant,med
1856,constant,med
1857,constant,med
1858,constant,med
1859,constant,med
1860,constant,med
1861,constant,med
1862,constant,med
1863,constant,med
1864,constant,med
1865,constant,med
1866,constant,med
1867,constant,med
1868,constant,med
1869,constant,med
1870,constant,med
1871,constant,med
1872,constant,med
1873,constant,med
1874,constant,med
1875,constant,med
1876,constant,med
1877,constant,med
1878,constant,med
1879,constant,med
